Division Number: 128
Division Date: 24/01/2017

Ten Minute Rule Motion: Industrial Action (Protection of Critical National Services)

Aye Count: 127
Noes Count: 206

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Deidre Brock","Scottish National Party","Edinburgh North and Leith","No",""
"James Brokenshire","Conservative","Old Bexley and Sidcup","No Vote Recorded",""
"Alan Brown","Scottish National Party","Kilmarnock and Loudoun","No",""
"Lyn Brown","Labour","West Ham","No",""
"Nicholas Brown","Labour","Newcastle upon Tyne East","No",""
"Fiona Bruce","Conservative","Congleton","Aye",""
"Chris Bryant","Labour","Rhondda","No",""
"Karen Buck","Labour","Westminster North","No",""
"Robert Buckland","Conservative","South Swindon","No Vote Recorded",""
"Richard Burden","Labour","Birmingham, Northfield","No Vote Recorded",""
"Richard Burgon","Labour","Leeds East","No",""
"Conor Burns","Conservative","Bournemouth West","No Vote Recorded",""
"Simon Burns","Conservative","Chelmsford","Aye",""
"David Burrowes","Conservative","Enfield, Southgate","Aye",""
"Alistair Burt","Conservative","North East Bedfordshire","No Vote Recorded",""
"Dawn Butler","Labour","Brent Central","No",""
"Liam Byrne","Labour","Birmingham, Hodge Hill","No Vote Recorded",""
"Ruth Cadbury","Labour","Brentford and Isleworth","No",""
"Alun Cairns","Conservative","Vale of Glamorgan","No Vote Recorded",""
"Lisa Cameron","Scottish National Party","East Kilbride, Strathaven and Lesmahagow","No",""
"Gregory Campbell","Democratic Unionist Party","East Londonderry","No Vote Recorded",""
"Ronnie Campbell","Labour","Blyth Valley","No Vote Recorded",""
"Alan Campbell","Labour","Tynemouth","No",""
"Alistair Carmichael","Liberal Democrat","Orkney and Shetland","No Vote Recorded",""
"Neil Carmichael","Conservative","Stroud","Aye",""
"James Cartlidge","Conservative","South Suffolk","Aye",""
"William Cash","Conservative","Stone","Aye",""
"Maria Caulfield","Conservative","Lewes","Aye",""
"Alex Chalk","Conservative","Cheltenham","No Vote Recorded",""
"Sarah Champion","Labour","Rotherham","No",""
"Douglas Chapman","Scottish National Party","Dunfermline and West Fife","No",""
"Jenny Chapman","Labour","Darlington","No",""
"Joanna Cherry","Scottish National Party","Edinburgh South West","No Vote Recorded",""
"Rehman Chishti","Conservative","Gillingham and Rainham","Aye",""
"Christopher Chope","Conservative","Christchurch","No Vote Recorded",""
"Jo Churchill","Conservative","Bury St Edmunds","No Vote Recorded",""
"Greg Clark","Conservative","Tunbridge Wells","No Vote Recorded",""
"Kenneth Clarke","Conservative","Rushcliffe","No Vote Recorded",""
"James Cleverly","Conservative","Braintree","Aye",""
"Geoffrey Clifton-Brown","Conservative","The Cotswolds","Aye",""
"Ann Clwyd","Labour","Cynon Valley","No",""
"Vernon Coaker","Labour","Gedling","No",""
"Ann Coffey","Labour","Stockport","No Vote Recorded",""
"Th?r?se Coffey","Conservative","Suffolk Coastal","No Vote Recorded",""
"Damian Collins","Conservative","Folkestone and Hythe","Aye",""
"Julie Cooper","Labour","Burnley","No",""
"Rosie Cooper","Labour","West Lancashire","No",""
"Yvette Cooper","Labour","Normanton, Pontefract and Castleford","No",""
"Jeremy Corbyn","Labour","Islington North","No Vote Recorded",""
"Alberto Costa","Conservative","South Leicestershire","No Vote Recorded",""
"Robert Courts","Conservative","Witney","Aye",""
"Ronnie Cowan","Scottish National Party","Inverclyde","No",""
"Geoffrey Cox","Conservative","Torridge and West Devon","No Vote Recorded",""
"Neil Coyle","Labour","Bermondsey and Old Southwark","No",""
"Stephen Crabb","Conservative","Preseli Pembrokeshire","Aye",""
"David Crausby","Labour","Bolton North East","No Vote Recorded",""
"Angela Crawley","Scottish National Party","Lanark and Hamilton East","No Vote Recorded",""
"Mary Creagh","Labour","Wakefield","No",""
"Stella Creasy","Labour","Walthamstow","No",""
"Tracey Crouch","Conservative","Chatham and Aylesford","No Vote Recorded",""
"Jon Cruddas","Labour","Dagenham and Rainham","No Vote Recorded",""
"John Cryer","Labour","Leyton and Wanstead","No",""
"Judith Cummins","Labour","Bradford South","No",""
"Alex Cunningham","Labour","Stockton North","No",""
"Jim Cunningham","Labour","Coventry South","No",""
"Nic Dakin","Labour","Scunthorpe","No",""
"Wayne David","Labour","Caerphilly","No",""
"Byron Davies","Conservative","Gower","Aye",""
"Chris Davies","Conservative","Brecon and Radnorshire","Aye",""
"David T. C. Davies","Conservative","Monmouth","No Vote Recorded",""
"James Davies","Conservative","Vale of Clwyd","Aye",""
"Geraint Davies","Labour","Swansea West","No Vote Recorded",""
"Glyn Davies","Conservative","Montgomeryshire","Aye",""
"Mims Davies","Conservative","Eastleigh","No Vote Recorded",""
"Philip Davies","Conservative","Shipley","Aye",""
"David Davis","Conservative","Haltemprice and Howden","No Vote Recorded",""
"Martyn Day","Scottish National Party","Linlithgow and East Falkirk","No",""
"Gloria De Piero","Labour","Ashfield","No",""
"Thangam Debbonaire","Labour","Bristol West","No Vote Recorded",""
"Caroline Dinenage","Conservative","Gosport","No Vote Recorded",""
"Jonathan Djanogly","Conservative","Huntingdon","No Vote Recorded",""
"Martin Docherty-Hughes","Scottish National Party","West Dunbartonshire","No",""
"Nigel Dodds","Democratic Unionist Party","Belfast North","No Vote Recorded",""
"Jeffrey M. Donaldson","Democratic Unionist Party","Lagan Valley","Aye",""
"Stuart Blair Donaldson","Scottish National Party","West Aberdeenshire and Kincardine","No",""
"Michelle Donelan","Conservative","Chippenham","No Vote Recorded",""
"Nadine Dorries","Conservative","Mid Bedfordshire","No Vote Recorded",""
"Steve Double","Conservative","St Austell and Newquay","No Vote Recorded",""
"Stephen Doughty","Labour","Cardiff South and Penarth","No",""
"Peter Dowd","Labour","Bootle","No",""
"Oliver Dowden","Conservative","Hertsmere","Aye",""
"Jackie Doyle-Price","Conservative","Thurrock","No Vote Recorded",""
"Richard Drax","Conservative","South Dorset","No Vote Recorded",""
"Jack Dromey","Labour","Birmingham, Erdington","No Vote Recorded",""
"James Duddridge","Conservative","Rochford and Southend East","Aye",""
"Iain Duncan Smith","Conservative","Chingford and Woodford Green","Aye",""
"Alan Duncan","Conservative","Rutland and Melton","No Vote Recorded",""
"Philip Dunne","Conservative","Ludlow","No Vote Recorded",""
"Mark Durkan","Social Democratic & Labour Party","Foyle","No",""
"Maria Eagle","Labour","Garston and Halewood","No",""
"Angela Eagle","Labour","Wallasey","No",""
"Jonathan Edwards","Plaid Cymru","Carmarthen East and Dinefwr","No Vote Recorded",""
"Clive Efford","Labour","Eltham","No",""
"Julie Elliott","Labour","Sunderland Central","No",""
"Tom Elliott","Ulster Unionist Party","Fermanagh and South Tyrone","Aye",""
"Michael Ellis","Conservative","Northampton North","No Vote Recorded",""
"Louise Ellman","Labour","Liverpool, Riverside","No",""
"Tobias Ellwood","Conservative","Bournemouth East","No Vote Recorded",""
"Chris Elmore","Labour","Ogmore","No",""
"Charlie Elphicke","Conservative","Dover","Aye",""
"Bill Esterson","Labour","Sefton Central","No Vote Recorded",""
"George Eustice","Conservative","Camborne and Redruth","No Vote Recorded",""
"Chris Evans","Labour","Islwyn","No Vote Recorded",""
"Nigel Evans","Conservative","Ribble Valley","No Vote Recorded",""
"David Evennett","Conservative","Bexleyheath and Crayford","No Vote Recorded",""
"Michael Fabricant","Conservative","Lichfield","No Vote Recorded",""
"Michael Fallon","Conservative","Sevenoaks","No Vote Recorded",""
"Paul Farrelly","Labour","Newcastle-under-Lyme","No Vote Recorded",""
"Tim Farron","Liberal Democrat","Westmorland and Lonsdale","No Vote Recorded",""
"Marion Fellows","Scottish National Party","Motherwell and Wishaw","No",""
"Margaret Ferrier","Scottish National Party","Rutherglen and Hamilton West","No",""
"Frank Field","Labour","Birkenhead","No Vote Recorded",""
"Mark Field","Conservative","Cities of London and Westminster","No Vote Recorded",""
"Jim Fitzpatrick","Labour","Poplar and Limehouse","No",""
"Robert Flello","Labour","Stoke-on-Trent South","No",""
"Colleen Fletcher","Labour","Coventry North East","No",""
"Caroline Flint","Labour","Don Valley","No",""
"Paul Flynn","Labour","Newport West","No",""
"Kevin Foster","Conservative","Torbay","Aye",""
"Yvonne Fovargue","Labour","Makerfield","No",""
"Liam Fox","Conservative","North Somerset","No Vote Recorded",""
"Vicky Foxcroft","Labour","Lewisham, Deptford","Teller - Noes",""
"Mark Francois","Conservative","Rayleigh and Wickford","No Vote Recorded",""
"Lucy Frazer","Conservative","South East Cambridgeshire","No Vote Recorded",""
"George Freeman","Conservative","Mid Norfolk","Aye",""
"Mike Freer","Conservative","Finchley and Golders Green","No Vote Recorded",""
"Richard Fuller","Conservative","Bedford","Aye",""
"Gill Furniss","Labour","Sheffield, Brightside and Hillsborough","No",""
"Marcus Fysh","Conservative","Yeovil","Aye",""
"Roger Gale","Conservative","North Thanet","No Vote Recorded",""
"Mike Gapes","Labour","Ilford South","No",""
"Barry Gardiner","Labour","Brent North","No Vote Recorded",""
"Edward Garnier","Conservative","Life peer","No Vote Recorded",""
"Mark Garnier","Conservative","Wyre Forest","No Vote Recorded",""
"David Gauke","Conservative","South West Hertfordshire","No Vote Recorded",""
"Stephen Gethins","Scottish National Party","North East Fife","No",""
"Nusrat Ghani","Conservative","Wealden","Aye",""
"Nick Gibb","Conservative","Bognor Regis and Littlehampton","No Vote Recorded",""
"Patricia Gibson","Scottish National Party","North Ayrshire and Arran","No",""
"Cheryl Gillan","Conservative","Chesham and Amersham","No Vote Recorded",""
"Pat Glass","Labour","North West Durham","No",""
"John Glen","Conservative","Salisbury","No Vote Recorded",""
"Mary Glindon","Labour","North Tyneside","No",""
"Roger Godsiff","Labour","Birmingham, Hall Green","No Vote Recorded",""
"Helen Goodman","Labour","Bishop Auckland","No",""
"Robert Goodwill","Conservative","Scarborough and Whitby","No Vote Recorded",""
"Michael Gove","Conservative","Surrey Heath","No Vote Recorded",""
"Patrick Grady","Scottish National Party","Glasgow North","No",""
"Richard Graham","Conservative","Gloucester","Aye",""
"Helen Grant","Conservative","Maidstone and The Weald","Aye",""
"Peter Grant","Scottish National Party","Glenrothes","No",""
"James Gray","Conservative","North Wiltshire","Aye",""
"Neil Gray","Scottish National Party","Airdrie and Shotts","No",""
"Chris Grayling","Conservative","Epsom and Ewell","No Vote Recorded",""
"Chris Green","Conservative","Bolton West","Aye",""
"Damian Green","Conservative","Ashford","No Vote Recorded",""
"Kate Green","Labour","Stretford and Urmston","No Vote Recorded",""
"Justine Greening","Conservative","Putney","No Vote Recorded",""
"Lilian Greenwood","Labour","Nottingham South","No",""
"Margaret Greenwood","Labour","Wirral West","No",""
"Dominic Grieve","Conservative","Beaconsfield","No Vote Recorded",""
"Nia Griffith","Labour","Llanelli","No",""
"Andrew Griffiths","Conservative","Burton","No Vote Recorded",""
"Andrew Gwynne","Labour","Denton and Reddish","No Vote Recorded",""
"Sam Gyimah","Conservative","East Surrey","No Vote Recorded",""
"Louise Haigh","Labour","Sheffield, Heeley","No",""
"Robert Halfon","Conservative","Harlow","No Vote Recorded",""
"Luke Hall","Conservative","Thornbury and Yate","Aye",""
"Fabian Hamilton","Labour","Leeds North East","No",""
"Philip Hammond","Conservative","Runnymede and Weybridge","No Vote Recorded",""
"Stephen Hammond","Conservative","Wimbledon","Aye",""
"Matt Hancock","Conservative","West Suffolk","No Vote Recorded",""
"Greg Hands","Conservative","Chelsea and Fulham","No Vote Recorded",""
"David Hanson","Labour","Delyn","No",""
"Harriet Harman","Labour","Camberwell and Peckham","No Vote Recorded",""
"Mark Harper","Conservative","Forest of Dean","No Vote Recorded",""
"Richard Harrington","Conservative","Watford","No Vote Recorded",""
"Carolyn Harris","Labour","Swansea East","No",""
"Rebecca Harris","Conservative","Castle Point","No Vote Recorded",""
"Simon Hart","Conservative","Carmarthen West and South Pembrokeshire","No Vote Recorded",""
"Alan Haselhurst","Conservative","Life peer","No Vote Recorded",""
"Helen Hayes","Labour","Dulwich and West Norwood","No",""
"John Hayes","Conservative","South Holland and The Deepings","No Vote Recorded",""
"Sue Hayman","Labour","Workington","No Vote Recorded",""
"Oliver Heald","Conservative","North East Hertfordshire","No Vote Recorded",""
"John Healey","Labour","Wentworth and Dearne","No",""
"James Heappey","Conservative","Wells","Aye",""
"Chris Heaton-Harris","Conservative","Daventry","No Vote Recorded",""
"Peter Heaton-Jones","Conservative","North Devon","No Vote Recorded",""
"Gordon Henderson","Conservative","Sittingbourne and Sheppey","No Vote Recorded",""
"Mark Hendrick","Labour","Preston","No",""
"Drew Hendry","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","No",""
"Stephen Hepburn","Labour","Jarrow","No Vote Recorded",""
"Nick Herbert","Conservative","Arundel and South Downs","Aye",""
"Lady Hermon","Independent","North Down","No Vote Recorded",""
"Meg Hillier","Labour","Hackney South and Shoreditch","No",""
"Damian Hinds","Conservative","East Hampshire","No Vote Recorded",""
"Simon Hoare","Conservative","North Dorset","No Vote Recorded",""
"Margaret Hodge","Labour","Barking","No",""
"Sharon Hodgson","Labour","Washington and Sunderland West","No",""
"Kate Hoey","Labour","Vauxhall","No",""
"Kate Hollern","Labour","Blackburn","No",""
"George Hollingbery","Conservative","Meon Valley","No Vote Recorded",""
"Kevin Hollinrake","Conservative","Thirsk and Malton","No Vote Recorded",""
"Philip Hollobone","Conservative","Kettering","Aye",""
"Adam Holloway","Conservative","Gravesham","Aye",""
"Kelvin Hopkins","Labour","Luton North","No",""
"Stewart Hosie","Scottish National Party","Dundee East","No",""
"George Howarth","Labour","Knowsley","No Vote Recorded",""
"Gerald Howarth","Conservative","Aldershot","Aye",""
"John Howell","Conservative","Henley","No Vote Recorded",""
"Ben Howlett","Conservative","Bath","Aye",""
"Lindsay Hoyle","Deputy Speaker","Chorley","No Vote Recorded",""
"Nigel Huddleston","Conservative","Mid Worcestershire","Aye",""
"Jeremy Hunt","Conservative","South West Surrey","No Vote Recorded",""
"Rupa Huq","Labour","Ealing Central and Acton","No",""
"Nick Hurd","Conservative","Ruislip, Northwood and Pinner","No Vote Recorded",""
"Imran Hussain","Labour","Bradford East","No",""
"Margot James","Conservative","Stourbridge","No Vote Recorded",""
"Dan Jarvis","Labour","Barnsley Central","No",""
"Sajid Javid","Conservative","Bromsgrove","No Vote Recorded",""
"Ranil Jayawardena","Conservative","North East Hampshire","No Vote Recorded",""
"Bernard Jenkin","Conservative","Harwich and North Essex","Aye",""
"Andrea Jenkyns","Conservative","Morley and Outwood","No Vote Recorded",""
"Robert Jenrick","Conservative","Newark","No Vote Recorded",""
"Boris Johnson","Conservative","Uxbridge and South Ruislip","No Vote Recorded",""
"Diana Johnson","Labour","Kingston upon Hull North","No",""
"Caroline Johnson","Conservative","Sleaford and North Hykeham","No Vote Recorded",""
"Gareth Johnson","Conservative","Dartford","Aye",""
"Joseph Johnson","Conservative","Orpington","No Vote Recorded",""
"Andrew Jones","Conservative","Harrogate and Knaresborough","No Vote Recorded",""
"Gerald Jones","Labour","Merthyr Tydfil and Rhymney","No",""
"Graham Jones","Labour","Hyndburn","No",""
"Helen Jones","Labour","Warrington North","No",""
"David Jones","Conservative","Clwyd West","No Vote Recorded",""
"Kevan Jones","Labour","North Durham","No Vote Recorded",""
"Marcus Jones","Conservative","Nuneaton","No Vote Recorded",""
"Susan Elan Jones","Labour","Clwyd South","No",""
"Mike Kane","Labour","Wythenshawe and Sale East","No",""
"Daniel Kawczynski","Conservative","Shrewsbury and Atcham","Aye",""
"Barbara Keeley","Labour","Worsley and Eccles South","No",""
"Liz Kendall","Labour","Leicester West","No Vote Recorded",""
"Seema Kennedy","Conservative","South Ribble","No Vote Recorded",""
"George Kerevan","Scottish National Party","East Lothian","No",""
"Calum Kerr","Scottish National Party","Berwickshire, Roxburgh and Selkirk","No",""
"Danny Kinahan","Ulster Unionist Party","South Antrim","Aye",""
"Stephen Kinnock","Labour","Aberavon","No",""
"Julian Knight","Conservative","Solihull","Aye",""
"Greg Knight","Conservative","East Yorkshire","No Vote Recorded",""
"Kwasi Kwarteng","Conservative","Spelthorne","No Vote Recorded",""
"Peter Kyle","Labour","Hove","No",""
"Eleanor Laing","Deputy Speaker","Epping Forest","No Vote Recorded",""
"Norman Lamb","Liberal Democrat","North Norfolk","No",""
"David Lammy","Labour","Tottenham","No Vote Recorded",""
"Mark Lancaster","Conservative","Milton Keynes North","No Vote Recorded",""
"Pauline Latham","Conservative","Mid Derbyshire","No Vote Recorded",""
"Ian Lavery","Labour","Wansbeck","No Vote Recorded",""
"Chris Law","Scottish National Party","Dundee West","No",""
"Andrea Leadsom","Conservative","South Northamptonshire","No Vote Recorded",""
"Phillip Lee","Conservative","Bracknell","No Vote Recorded",""
"Jeremy Lefroy","Conservative","Stafford","Aye",""
"Edward Leigh","Conservative","Gainsborough","Aye",""
"Charlotte Leslie","Conservative","Bristol North West","Aye",""
"Chris Leslie","Labour","Nottingham East","No Vote Recorded",""
"Oliver Letwin","Conservative","West Dorset","No Vote Recorded",""
"Emma Lewell-Buck","Labour","South Shields","No",""
"Brandon Lewis","Conservative","Great Yarmouth","No Vote Recorded",""
"Clive Lewis","Labour","Norwich South","No Vote Recorded",""
"Julian Lewis","Conservative","New Forest East","Aye",""
"Ivan Lewis","Labour","Bury South","No Vote Recorded",""
"Ian Liddell-Grainger","Conservative","Bridgwater and West Somerset","No Vote Recorded",""
"David Lidington","Conservative","Aylesbury","No Vote Recorded",""
"Peter Lilley","Conservative","Life peer","No Vote Recorded",""
"Rebecca Long Bailey","Labour","Salford and Eccles","No Vote Recorded",""
"Jack Lopresti","Conservative","Filton and Bradley Stoke","Aye",""
"Jonathan Lord","Conservative","Woking","No Vote Recorded",""
"Tim Loughton","Conservative","East Worthing and Shoreham","Aye",""
"Caroline Lucas","Green Party","Brighton, Pavilion","No",""
"Ian C. Lucas","Labour","Wrexham","No",""
"Holly Lynch","Labour","Halifax","No Vote Recorded",""
"Craig Mackinlay","Conservative","South Thanet","Aye",""
"David Mackintosh","Conservative","Northampton South","Aye",""
"Angus Brendan MacNeil","Scottish National Party","Na h-Eileanan an Iar","No",""
"Fiona Mactaggart","Labour","Slough","No",""
"Justin Madders","Labour","Ellesmere Port and Neston","No",""
"Khalid Mahmood","Labour","Birmingham, Perry Barr","No Vote Recorded",""
"Shabana Mahmood","Labour","Birmingham, Ladywood","No Vote Recorded",""
"Anne Main","Conservative","St Albans","Aye",""
"Alan Mak","Conservative","Havant","Aye",""
"Seema Malhotra","Labour","Feltham and Heston","No Vote Recorded",""
"Kit Malthouse","Conservative","North West Hampshire","Aye",""
"John Mann","Labour","Bassetlaw","No",""
"Scott Mann","Conservative","North Cornwall","Aye",""
"Rob Marris","Labour","Wolverhampton South West","No",""
"Gordon Marsden","Labour","Blackpool South","No Vote Recorded",""
"Rachael Maskell","Labour","York Central","No",""
"Paul Maskey","Sinn F?in","Belfast West","No Vote Recorded",""
"Christian Matheson","Labour","City of Chester","No",""
"Tania Mathias","Conservative","Twickenham","Aye",""
"Theresa May","Conservative","Maidenhead","No Vote Recorded",""
"Paul Maynard","Conservative","Blackpool North and Cleveleys","No Vote Recorded",""
"Steve McCabe","Labour","Birmingham, Selly Oak","No",""
"Callum McCaig","Scottish National Party","Aberdeen South","No",""
"Kerry McCarthy","Labour","Bristol East","No Vote Recorded",""
"Karl McCartney","Conservative","Lincoln","Aye",""
"Siobhain McDonagh","Labour","Mitcham and Morden","No",""
"Andy McDonald","Labour","Middlesbrough","No",""
"Stewart Malcolm McDonald","Scottish National Party","Glasgow South","No Vote Recorded",""
"Stuart C. McDonald","Scottish National Party","Cumbernauld, Kilsyth and Kirkintilloch East","No",""
"John McDonnell","Labour","Hayes and Harlington","No",""
"Pat McFadden","Labour","Wolverhampton South East","No Vote Recorded",""
"Natalie McGarry","Independent","Glasgow East","No",""
"Conor McGinn","Labour","St Helens North","No",""
"Alison McGovern","Labour","Wirral South","No",""
"Liz McInnes","Labour","Heywood and Middleton","No",""
"Catherine McKinnell","Labour","Newcastle upon Tyne North","No",""
"Anne McLaughlin","Scottish National Party","Glasgow North East","No",""
"Patrick McLoughlin","Conservative","Derbyshire Dales","No Vote Recorded",""
"Jim McMahon","Labour","Oldham West and Royton","No",""
"John McNally","Scottish National Party","Falkirk","No",""
"Stephen McPartland","Conservative","Stevenage","No Vote Recorded",""
"Ian Mearns","Labour","Gateshead","No",""
"Mark Menzies","Conservative","Fylde","Aye",""
"Johnny Mercer","Conservative","Plymouth, Moor View","Aye",""
"Huw Merriman","Conservative","Bexhill and Battle","Teller - Ayes",""
"Stephen Metcalfe","Conservative","South Basildon and East Thurrock","Aye",""
"Edward Miliband","Labour","Doncaster North","No Vote Recorded",""
"Maria Miller","Conservative","Basingstoke","Aye",""
"Amanda Milling","Conservative","Cannock Chase","No Vote Recorded",""
"Nigel Mills","Conservative","Amber Valley","Aye",""
"Anne Milton","Conservative","Guildford","No Vote Recorded",""
"Andrew Mitchell","Conservative","Sutton Coldfield","No Vote Recorded",""
"Francie Molloy","Sinn F?in","Mid Ulster","No Vote Recorded",""
"Carol Monaghan","Scottish National Party","Glasgow North West","No",""
"Paul Monaghan","Scottish National Party","Caithness, Sutherland and Easter Ross","No",""
"Madeleine Moon","Labour","Bridgend","No Vote Recorded",""
"Penny Mordaunt","Conservative","Portsmouth North","No Vote Recorded",""
"Jessica Morden","Labour","Newport East","No",""
"Nicky Morgan","Conservative","Loughborough","No Vote Recorded",""
"Anne Marie Morris","Conservative","Newton Abbot","Aye",""
"David Morris","Conservative","Morecambe and Lunesdale","No Vote Recorded",""
"Grahame Morris","Labour","Easington","No Vote Recorded",""
"James Morris","Conservative","Halesowen and Rowley Regis","No Vote Recorded",""
"Wendy Morton","Conservative","Aldridge-Brownhills","No Vote Recorded",""
"Greg Mulholland","Liberal Democrat","Leeds North West","No",""
"Roger Mullin","Scottish National Party","Kirkcaldy and Cowdenbeath","No",""
"David Mundell","Conservative","Dumfriesshire, Clydesdale and Tweeddale","No Vote Recorded",""
"Ian Murray","Labour","Edinburgh South","No Vote Recorded",""
"Sheryll Murray","Conservative","South East Cornwall","No Vote Recorded",""
"Andrew Murrison","Conservative","South West Wiltshire","Aye",""
"Lisa Nandy","Labour","Wigan","No",""
"Robert Neill","Conservative","Bromley and Chislehurst","No Vote Recorded",""
"Gavin Newlands","Scottish National Party","Paisley and Renfrewshire North","No",""
"Sarah Newton","Conservative","Truro and Falmouth","No Vote Recorded",""
"John Nicolson","Scottish National Party","East Dunbartonshire","No",""
"Caroline Nokes","Conservative","Romsey and Southampton North","No Vote Recorded",""
"Jesse Norman","Conservative","Hereford and South Herefordshire","No Vote Recorded",""
"David Nuttall","Conservative","Bury North","Aye",""
"Matthew Offord","Conservative","Hendon","Aye",""
"Brendan O'Hara","Scottish National Party","Argyll and Bute","No",""
"Sarah Olney","Liberal Democrat","Richmond Park","No",""
"Melanie Onn","Labour","Great Grimsby","No",""
"Chi Onwurah","Labour","Newcastle upon Tyne Central","No",""
"Guy Opperman","Conservative","Hexham","No Vote Recorded",""
"Kate Osamor","Labour","Edmonton","No",""
"Albert Owen","Labour","Ynys M?n","No",""
"Ian Paisley","Democratic Unionist Party","North Antrim","No Vote Recorded",""
"Neil Parish","Conservative","Tiverton and Honiton","No Vote Recorded",""
"Priti Patel","Conservative","Witham","No Vote Recorded",""
"Owen Paterson","Conservative","North Shropshire","Aye",""
"Steven Paterson","Scottish National Party","Stirling","No",""
"Mark Pawsey","Conservative","Rugby","No Vote Recorded",""
"Teresa Pearce","Labour","Erith and Thamesmead","No Vote Recorded",""
"Mike Penning","Conservative","Hemel Hempstead","No Vote Recorded",""
"Matthew Pennycook","Labour","Greenwich and Woolwich","No",""
"John Penrose","Conservative","Weston-super-Mare","Aye",""
"Andrew Percy","Conservative","Brigg and Goole","No Vote Recorded",""
"Toby Perkins","Labour","Chesterfield","No Vote Recorded",""
"Claire Perry","Conservative","Devizes","No Vote Recorded",""
"Jess Phillips","Labour","Birmingham, Yardley","No",""
"Bridget Phillipson","Labour","Houghton and Sunderland South","No Vote Recorded",""
