Division Number: 67
Division Date: 14/09/2016

Opposition Motion: NHS sustainabiliy and transformation plans

Aye Count: 195
Noes Count: 280

Members recorded
Member,Party,Constituency,Vote,Proxy Member
"Laurence Robertson","Conservative","Tewkesbury","No",""
"Gavin Robinson","Democratic Unionist Party","Belfast East","No Vote Recorded",""
"Mary Robinson","Conservative","Cheadle","No",""
"Geoffrey Robinson","Labour","Coventry North West","Aye",""
"Andrew Rosindell","Conservative","Romford","No",""
"Steve Rotheram","Labour","Liverpool, Walton","Aye",""
"Amber Rudd","Conservative","Hastings and Rye","No Vote Recorded",""
"David Rutley","Conservative","Macclesfield","No",""
"Joan Ryan","Labour","Enfield North","No Vote Recorded",""
"Antoinette Sandbach","Conservative","Eddisbury","No",""
"Liz Saville Roberts","Plaid Cymru","Dwyfor Meirionnydd","No Vote Recorded",""
"Paul Scully","Conservative","Sutton and Cheam","No",""
"Andrew Selous","Conservative","South West Bedfordshire","No Vote Recorded",""
"Naz Shah","Labour","Bradford West","Aye",""
"Jim Shannon","Democratic Unionist Party","Strangford","Aye",""
"Grant Shapps","Conservative","Welwyn Hatfield","No",""
"Alok Sharma","Conservative","Reading West","No",""
"Virendra Sharma","Labour","Ealing, Southall","Aye",""
"Barry Sheerman","Labour","Huddersfield","No Vote Recorded",""
"Alec Shelbrooke","Conservative","Elmet and Rothwell","No",""
"Tommy Sheppard","Scottish National Party","Edinburgh East","No Vote Recorded",""
"Paula Sherriff","Labour","Dewsbury","Aye",""
"Gavin Shuker","Labour","Luton South","Aye",""
"Tulip Siddiq","Labour","Hampstead and Kilburn","Aye",""
"David Simpson","Democratic Unionist Party","Upper Bann","No Vote Recorded",""
"Keith Simpson","Conservative","Broadland","No",""
"Chris Skidmore","Conservative","Kingswood","No",""
"Dennis Skinner","Labour","Bolsover","Aye",""
"Andy Slaughter","Labour","Hammersmith","Aye",""
"Ruth Smeeth","Labour","Stoke-on-Trent North","Aye",""
"Angela Smith","Labour","Penistone and Stocksbridge","Aye",""
"Cat Smith","Labour","Lancaster and Fleetwood","Aye",""
"Chloe Smith","Conservative","Norwich North","No Vote Recorded",""
"Henry Smith","Conservative","Crawley","No",""
"Jeff Smith","Labour","Manchester, Withington","Teller - Ayes",""
"Julian Smith","Conservative","Skipton and Ripon","No",""
"Andrew Smith","Labour","Oxford East","Aye",""
"Nick Smith","Labour","Blaenau Gwent","Aye",""
"Owen Smith","Labour","Pontypridd","No Vote Recorded",""
"Royston Smith","Conservative","Southampton, Itchen","No",""
"Karin Smyth","Labour","Bristol South","Aye",""
"Nicholas Soames","Conservative","Mid Sussex","No",""
"Amanda Solloway","Conservative","Derby North","No",""
"Anna Soubry","Conservative","Broxtowe","No",""
"John Spellar","Labour","Warley","Aye",""
"Caroline Spelman","Conservative","Meriden","No",""
"Mark Spencer","Conservative","Sherwood","No",""
"Keir Starmer","Labour","Holborn and St Pancras","Aye",""
"Chris Stephens","Scottish National Party","Glasgow South West","No Vote Recorded",""
"Andrew Stephenson","Conservative","Pendle","No",""
"Jo Stevens","Labour","Cardiff Central","Aye",""
"John Stevenson","Conservative","Carlisle","No",""
"Bob Stewart","Conservative","Beckenham","No Vote Recorded",""
"Iain Stewart","Conservative","Milton Keynes South","No",""
"Rory Stewart","Conservative","Penrith and The Border","No",""
"Gary Streeter","Conservative","South West Devon","No",""
"Wes Streeting","Labour","Ilford North","Aye",""
"Mel Stride","Conservative","Central Devon","No",""
"Graham Stringer","Labour","Blackley and Broughton","Aye",""
"Graham Stuart","Conservative","Beverley and Holderness","Teller - Noes",""
"Gisela Stuart","Labour","Birmingham, Edgbaston","Aye",""
"Julian Sturdy","Conservative","York Outer","No",""
"Rishi Sunak","Conservative","Richmond (Yorks)","No",""
"Desmond Swayne","Conservative","New Forest West","No",""
"Hugo Swire","Conservative","East Devon","No Vote Recorded",""
"Robert Syms","Conservative","Poole","No",""
"Mark Tami","Labour","Alyn and Deeside","Aye",""
"Alison Thewliss","Scottish National Party","Glasgow Central","No Vote Recorded",""
"Derek Thomas","Conservative","St Ives","No Vote Recorded",""
"Gareth Thomas","Labour","Harrow West","Aye",""
"Nick Thomas-Symonds","Labour","Torfaen","No Vote Recorded",""
"Emily Thornberry","Labour","Islington South and Finsbury","Aye",""
"Maggie Throup","Conservative","Erewash","No Vote Recorded",""
"Stephen Timms","Labour","East Ham","Aye",""
"Edward Timpson","Conservative","Crewe and Nantwich","No",""
"Kelly Tolhurst","Conservative","Rochester and Strood","No",""
"Justin Tomlinson","Conservative","North Swindon","No",""
"Michael Tomlinson","Conservative","Mid Dorset and North Poole","No",""
"Craig Tracey","Conservative","North Warwickshire","No",""
"David Tredinnick","Conservative","Bosworth","No",""
"Anne-Marie Trevelyan","Conservative","Berwick-upon-Tweed","No",""
"Jon Trickett","Labour","Hemsworth","No Vote Recorded",""
"Elizabeth Truss","Conservative","South West Norfolk","No",""
"Tom Tugendhat","Conservative","Tonbridge and Malling","No",""
"Anna Turley","Labour","Redcar","Aye",""
"Karl Turner","Labour","Kingston upon Hull East","Aye",""
"Andrew Turner","Conservative","Isle of Wight","No",""
"Derek Twigg","Labour","Halton","Aye",""
"Stephen Twigg","Labour","Liverpool, West Derby","Aye",""
"Andrew Tyrie","Conservative","Life peer","No Vote Recorded",""
"Chuka Umunna","Labour","Streatham","No Vote Recorded",""
"Edward Vaizey","Conservative","Wantage","No",""
"Shailesh Vara","Conservative","North West Cambridgeshire","No Vote Recorded",""
"Keith Vaz","Labour","Leicester East","No Vote Recorded",""
"Valerie Vaz","Labour","Walsall South","No Vote Recorded",""
"Martin Vickers","Conservative","Cleethorpes","No",""
"Theresa Villiers","Conservative","Chipping Barnet","No",""
"Charles Walker","Conservative","Broxbourne","No",""
"Robin Walker","Conservative","Worcester","No",""
"Ben Wallace","Conservative","Wyre and Preston North","No",""
"David Warburton","Conservative","Somerton and Frome","No",""
"Matt Warman","Conservative","Boston and Skegness","No Vote Recorded",""
"Tom Watson","Labour","West Bromwich East","No Vote Recorded",""
"Catherine West","Labour","Hornsey and Wood Green","Aye",""
"James Wharton","Conservative","Stockton South","No",""
"Helen Whately","Conservative","Faversham and Mid Kent","No",""
"Heather Wheeler","Conservative","South Derbyshire","No",""
"Chris White","Conservative","Warwick and Leamington","No",""
"Alan Whitehead","Labour","Southampton, Test","Aye",""
"Philippa Whitford","Scottish National Party","Central Ayrshire","No Vote Recorded",""
"Craig Whittaker","Conservative","Calder Valley","No",""
"John Whittingdale","Conservative","Maldon","No",""
"Bill Wiggin","Conservative","North Herefordshire","No",""
"Craig Williams","Conservative","Cardiff North","No",""
"Hywel Williams","Plaid Cymru","Arfon","No Vote Recorded",""
"Gavin Williamson","Conservative","South Staffordshire","No",""
"Rob Wilson","Conservative","Reading East","No",""
"Phil Wilson","Labour","Sedgefield","Aye",""
"Sammy Wilson","Democratic Unionist Party","East Antrim","No Vote Recorded",""
"David Winnick","Labour","Walsall North","Aye",""
"Rosie Winterton","Labour","Doncaster Central","Aye",""
"Pete Wishart","Scottish National Party","Perth and North Perthshire","No Vote Recorded",""
"Sarah Wollaston","Conservative","Totnes","No",""
"Mike Wood","Conservative","Dudley South","No",""
"John Woodcock","Labour","Barrow and Furness","No Vote Recorded",""
"William Wragg","Conservative","Hazel Grove","No",""
"Jeremy Wright","Conservative","Kenilworth and Southam","No",""
"Iain Wright","Labour","Hartlepool","Aye",""
"Nadhim Zahawi","Conservative","Stratford-on-Avon","No",""
"Daniel Zeichner","Labour","Cambridge","Aye",""
